,SK_ID_CURR,DAYS_BIRTH,DAYS_EMPLOYED,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,DAYS_EMPLOYED_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN
332513,282145,-19514,-563.0,2,2,0.5068562993052422,0.3780919327530214,0.3706496323299817,1,1,0,0.028851081274982,-1188.0,-587.5454545454545,-254.0909090909091,0.6363636363636364,0.3636363636363636,0.1428571428571428,0.4285714285714285,0.4285714285714285,0.5714285714285714
332544,282318,-16103,-1378.0,1,1,0.6310572866717152,0.6943426977748771,0.5316861425197883,1,0,1,0.0855741166242315,-2207.0,-2207.0,-1974.0,0.0,1.0,1.0,0.0,0.0,1.0
332631,282974,-14344,-963.0,2,2,0.4331978009109333,0.5144796401899354,0.4956658291397297,1,1,0,0.0671360847741215,-2713.0,-1527.5,-311.5,0.5,0.5,1.0,0.0,0.0,1.0
332636,282998,-18819,-11520.0,2,2,0.5068562993052422,0.7440911781701158,0.3217352821966848,1,0,1,0.6121472979435677,-1628.0,-952.2857142857144,-305.7142857142857,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,1.0
332658,283130,-18136,-1276.0,2,2,0.6416119035678912,0.6138212631454072,0.3723336657058204,0,0,1,0.0703573003970004,-676.0,-469.0,-99.25,0.75,0.25,0.5,0.0,0.0,0.75
332683,283264,-10543,-2983.0,1,1,0.2724537426993807,0.5602319679954458,0.5316861425197883,0,1,0,0.2829365455752632,-521.0,-521.0,-32.0,1.0,0.0,0.5,0.0,0.0,1.0
332706,283361,-17360,-10741.0,1,1,0.8108296950866485,0.6946721076832708,0.6246146584503397,0,0,1,0.618721198156682,-1893.0,-1266.0,-423.2,0.4,0.6,1.0,0.0,0.0,1.0
332730,283555,-10423,-402.0,2,2,0.5068562993052422,0.6512467201658574,0.5316861425197883,1,0,1,0.0385685503214045,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.75,0.0,0.0,0.75
332753,283711,-12270,-2298.0,3,3,0.5068562993052422,0.6063358775383901,0.11911906455945,1,0,1,0.1872860635696821,-1936.0,-988.2,-395.0,0.2,0.8,0.5,0.5,0.0,0.5
332921,285006,-22585,-1758.0,3,3,0.5068562993052422,0.2283395831472321,0.7352209993926424,0,0,1,0.1310344827586207,-2463.0,-1706.5,-756.875,0.375,0.625,1.0,0.0,0.0,1.0
332944,285177,-20370,-1758.0,2,2,0.5068562993052422,0.6644756899666373,0.6075573001388961,0,0,1,0.1310344827586207,-373.0,-373.0,-187.0,0.0,1.0,0.5,0.0,0.0,1.0
332975,285399,-12364,-1355.0,2,2,0.4188164041303512,0.6767342259005626,0.7091891096653581,1,0,1,0.1095923649304432,-2163.0,-1362.25,-76.75,0.75,0.25,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.9090909090909092
332993,285507,-13173,-2101.0,2,2,0.5068562993052422,0.0458114101003023,0.4902575124990026,1,0,1,0.1594929021483337,-1250.0,-883.0,-631.6666666666666,0.0,1.0,0.3,0.7,0.3,0.3
333027,285746,-24730,-1758.0,2,2,0.5068562993052422,0.3279026304115127,0.4614823912998385,0,0,1,0.1310344827586207,-1797.0,-467.6923076923077,-279.53846153846155,0.2307692307692307,0.7692307692307693,0.5263157894736842,0.0,0.0,1.0
333031,285810,-18462,-8031.0,3,3,0.5068562993052422,0.5192194809984382,0.3217352821966848,0,0,1,0.435001624959376,-2771.0,-1456.4736842105262,-639.6842105263158,0.4736842105263157,0.4736842105263157,0.2,0.4,0.2,0.6
333044,285880,-14817,-8002.0,2,2,0.7453440265942407,0.5926120783393929,0.5814837058057234,0,0,1,0.540055341837079,-2818.0,-1648.6666666666667,-1019.1666666666666,0.1666666666666666,0.8333333333333334,0.625,0.125,0.0,0.875
333112,286389,-14793,-229.0,2,2,0.4419209726161309,0.4423378143096715,0.5316861425197883,1,0,1,0.0154802947339958,-756.0,-756.0,-8.0,1.0,0.0,1.0,0.0,0.0,1.0
333118,286423,-21839,-1758.0,2,2,0.5068562993052422,0.2014464552714486,0.524496446363472,0,0,1,0.1310344827586207,-2626.0,-1525.3333333333333,-1079.4444444444443,0.0,1.0,0.6666666666666666,0.0,0.0,1.0
333120,286433,-16015,-281.0,1,1,0.5068562993052422,0.7741043486121332,0.7136313997323308,1,0,1,0.0175460505775835,-1862.0,-1141.3333333333333,-38.66666666666666,1.0,0.0,1.0,0.0,0.0,1.0
333133,286516,-14804,-1721.0,2,2,0.5068562993052422,0.0281592453490455,0.4507472818545589,0,0,0,0.1162523642258848,-222.0,-222.0,-7.0,1.0,0.0,1.0,0.0,0.0,1.0
333146,286608,-14500,-3580.0,2,2,0.633418822779683,0.3115392724485579,0.1325974952361461,1,0,1,0.2468965517241379,-2835.0,-715.68,-347.56,0.44,0.56,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.8888888888888888
333254,287358,-14873,-1745.0,3,3,0.5283692489390677,0.4649619367813978,0.6279908192952864,1,0,1,0.117326699388153,-2661.0,-1296.3333333333333,-944.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0
333258,287378,-16620,-7209.0,2,2,0.4438446474646251,0.4590212205553575,0.6940926425266661,0,1,0,0.433754512635379,-2473.0,-1380.8333333333333,-650.3333333333334,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
333275,287530,-14733,-5564.0,2,2,0.5068562993052422,0.4341873186796152,0.3001077565791181,1,1,0,0.3776556030679427,-2430.0,-1523.1666666666667,-863.8333333333334,0.3333333333333333,0.6666666666666666,0.75,0.125,0.0,0.875
333280,287574,-13466,-769.0,1,1,0.5068562993052422,0.6977016130952959,0.5316861425197883,0,0,1,0.0571067874647259,-2748.0,-1182.5384615384614,-356.15384615384613,0.5384615384615384,0.4615384615384615,0.75,0.0,0.0,1.0
333289,287632,-17900,-3579.0,2,2,0.42364363186501,0.4399872586380535,0.3077366963789207,1,0,1,0.1999441340782123,-2901.0,-1508.090909090909,-105.54545454545456,0.4545454545454545,0.5454545454545454,0.5,0.5,0.5,0.5
333300,287729,-22521,-1758.0,3,3,0.6445153302132607,0.1853430007647993,0.7922644738669378,0,0,0,0.1310344827586207,-2755.0,-1482.6666666666667,-573.8333333333334,0.0,1.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.8571428571428571
333394,288353,-13778,-1411.0,2,2,0.4002119628225175,0.5355368210879499,0.3170317785834444,1,0,1,0.1024096385542168,-1375.0,-957.4,-613.4,0.2,0.8,1.0,0.0,0.0,1.0
333405,288470,-16022,-2452.0,2,2,0.3460631849456388,0.5413571795276563,0.520897599048938,1,1,0,0.1530395705904381,-1731.0,-960.6,-749.0,0.2,0.8,1.0,0.0,0.0,1.0
333413,288540,-13497,-1089.0,2,2,0.6963487347444636,0.4235128698344016,0.6910212267577837,0,0,1,0.0806845965770171,-2763.0,-1274.8,-809.0,0.5,0.5,1.0,0.0,0.0,1.0
333435,288671,-10790,-2914.0,3,3,0.5875739812765376,0.6441362901480832,0.5316861425197883,1,0,1,0.270064874884152,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
333439,288699,-12587,-1081.0,2,2,0.5068562993052422,0.6034143421532986,0.6925590674998008,1,1,0,0.0858822594740605,-1399.0,-1399.0,-194.0,0.0,1.0,1.0,0.0,0.0,1.0
333448,288780,-18948,-3522.0,1,1,0.7024682396728614,0.7225467648136253,0.5602843280409464,0,1,0,0.1858771374287523,-2922.0,-2019.375,-1081.75,0.375,0.625,0.5,0.5,0.0,0.5
333523,289271,-12876,-4003.0,2,2,0.1943134895888758,0.4104941848343549,0.8528284668510541,0,0,1,0.3108884746815781,-2839.0,-2839.0,-2105.0,0.0,1.0,1.0,0.0,0.0,1.0
333530,289368,-21213,-1758.0,3,3,0.5068562993052422,0.6381592878737349,0.5620604831738043,0,0,1,0.1310344827586207,-1984.0,-1216.1818181818182,-460.45454545454544,0.2727272727272727,0.7272727272727273,1.0,0.0,0.0,1.0
333558,289648,-8718,-96.0,1,1,0.5068562993052422,0.6609221093164391,0.2940831009471255,1,0,1,0.0110116999311768,-241.0,-179.5,-15.5,0.5,0.5,1.0,0.0,0.0,1.0
333562,289674,-21696,-1758.0,3,3,0.5068562993052422,0.7275945564842008,0.7062051096536562,0,1,0,0.1310344827586207,-1805.0,-1180.3333333333333,-657.2222222222222,0.1111111111111111,0.8888888888888888,1.0,0.0,0.0,1.0
333579,289802,-23804,-9286.0,2,2,0.5068562993052422,0.437849294810182,0.5902333386185574,1,0,1,0.3901025037808772,-1766.0,-1222.8333333333333,-829.8333333333334,0.1666666666666666,0.8333333333333334,0.2631578947368421,0.4210526315789473,0.2631578947368421,0.5789473684210527
333637,290200,-20630,-142.0,2,2,0.5068562993052422,0.4662569017850152,0.5549467685334323,0,0,1,0.0068831798351914,-740.0,-467.0,-248.0,0.6666666666666666,0.3333333333333333,0.5,0.1666666666666666,0.0,0.8333333333333334
333640,290206,-16891,-8725.0,2,2,0.5891624908939113,0.7529568928648666,0.7121551551910698,1,0,1,0.5165472736960511,-2561.0,-1186.875,-677.25,0.5,0.5,0.5,0.5,0.0,0.5
333681,290541,-10634,-1068.0,2,2,0.2744258926591592,0.5047743382762472,0.5316861425197883,0,0,1,0.1004325747602031,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
333720,290885,-22370,-1758.0,1,1,0.5068562993052422,0.6049256956716039,0.5316861425197883,0,0,1,0.1310344827586207,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.75,0.0,0.0,1.0
333818,291543,-14054,-409.0,2,2,0.5068562993052422,0.6008211136838767,0.5316861425197883,0,0,1,0.0291020350078269,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
333990,292655,-19430,-4019.0,2,2,0.5726258294290686,0.3860630924500479,0.363945238612397,1,0,1,0.2068450849202264,-870.0,-584.0,-397.5,0.5,0.5,1.0,0.0,0.0,1.0
334017,292894,-9863,-637.0,2,2,0.1809560771787156,0.4590429413301184,0.4294236843421945,1,1,0,0.0645848119233498,-979.0,-863.0,-184.5,1.0,0.0,0.75,0.0,0.0,1.0
334083,293405,-14546,-3382.0,2,2,0.5068562993052422,0.4388237526198115,0.7091891096653581,1,0,1,0.2325037811082084,-2741.0,-2116.333333333333,-637.6666666666666,0.0,1.0,1.0,0.0,0.0,1.0
334156,293985,-18417,-3130.0,2,2,0.563238329002335,0.6357978660265492,0.7898803468924867,1,1,0,0.1699516750828039,-2751.0,-1657.0,-822.5,0.5,0.5,1.0,0.0,0.0,1.0
334218,294509,-13586,-225.0,3,3,0.654837550713308,0.3806920707187762,0.4866531565147181,1,0,1,0.0165611659060797,-1585.0,-592.4285714285714,-358.2857142857143,0.4285714285714285,0.5714285714285714,1.0,0.0,0.0,1.0
334220,294519,-14227,-1496.0,1,1,0.4622637045390291,0.7050978753047009,0.5656079814115492,0,1,0,0.1051521754410627,-1399.0,-709.25,-340.25,0.75,0.25,0.6666666666666666,0.0,0.0,1.0
334280,294982,-13959,-2807.0,2,2,0.4990503632547868,0.5489428508918954,0.4920600938649263,1,0,1,0.2010889032165627,-1843.0,-793.7777777777778,-215.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
334293,295073,-14809,-1690.0,2,2,0.5068562993052422,0.1439130558166385,0.5316861425197883,0,0,1,0.1141197920183672,-1759.0,-1759.0,-878.0,0.0,1.0,1.0,0.0,0.0,1.0
334343,295434,-23333,-1758.0,2,2,0.5068562993052422,0.6362433492827729,0.6058362647264226,0,0,1,0.1310344827586207,-1237.0,-693.3333333333334,-166.66666666666666,0.0,1.0,0.5333333333333333,0.1333333333333333,0.1333333333333333,0.8
334427,296183,-19900,-5390.0,2,2,0.5068562993052422,0.4246237589265828,0.5316861425197883,1,0,1,0.2708542713567839,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.625,0.125,0.125,0.875
334506,296803,-11203,-1127.0,2,1,0.5068562993052422,0.6244791074051308,0.2225807646753351,1,0,1,0.1005980540926537,-343.0,-240.66666666666663,-95.0,0.6666666666666666,0.3333333333333333,0.1,0.3,0.3,0.7
334520,296903,-13197,-1190.0,2,2,0.275336797174336,0.430505706741747,0.5316861425197883,1,0,1,0.0901720087898764,-1841.0,-1120.75,-460.0,0.5,0.5,0.4,0.4,0.2,0.4
334588,297385,-17204,-2245.0,3,2,0.2452809149571918,0.4927806162117167,0.3723336657058204,1,0,1,0.1304929086259009,-638.0,-631.5,-15.0,0.5,0.5,0.4285714285714285,0.1428571428571428,0.0,0.8571428571428571
334610,297521,-12288,-3510.0,2,2,0.5978971577260119,0.4567142916957634,0.5867400085415683,1,0,1,0.28564453125,-2866.0,-1453.6666666666667,-919.7777777777778,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.1428571428571428,0.1428571428571428,0.8571428571428571
334613,297575,-17910,-632.0,3,2,0.4893020137322638,0.4977222038291797,0.5316861425197883,1,0,1,0.035287548855388,-350.0,-329.0,-115.66666666666669,0.6666666666666666,0.0,0.375,0.125,0.125,0.875
334697,298223,-10567,-779.0,2,2,0.242657568890767,0.733628488136148,0.5937175866150576,0,0,1,0.0737200719220213,-1126.0,-1126.0,-922.0,0.0,1.0,1.0,0.0,0.0,1.0
334711,298349,-11329,-2131.0,3,3,0.3784956429460004,0.6761646847147471,0.5226973172821112,0,1,0,0.188101332862565,-621.0,-552.0,-4.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0
334716,298380,-15648,-2504.0,3,3,0.4111767893654323,0.4980010103975307,0.4866531565147181,1,0,1,0.1600204498977505,-1482.0,-811.2,-124.6,0.6,0.4,1.0,0.0,0.0,1.0
334738,298533,-20019,-410.0,2,2,0.5068562993052422,0.6781629445635232,0.6092756673894402,0,0,1,0.0204805434836904,-2907.0,-1513.3333333333333,-433.6666666666667,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.5
334771,298792,-14810,-7584.0,2,2,0.39045012106538,0.5500038714260622,0.3506958432829587,0,0,1,0.512086428089129,-2534.0,-1414.875,-742.875,0.375,0.625,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.4444444444444444
334789,298866,-15466,-5652.0,3,3,0.5068562993052422,0.3325214294397505,0.7209441499436497,1,0,0,0.3654467864994181,-1302.0,-1302.0,-1117.0,0.0,1.0,1.0,0.0,0.0,1.0
334861,299488,-22298,-1349.0,1,1,0.5068562993052422,0.7444532791296868,0.5709165417729987,0,0,1,0.0604986994349268,-2165.0,-1099.6,-512.4,0.2,0.4,1.0,0.0,0.0,1.0
334917,299985,-17746,-5361.0,2,2,0.8190538162064374,0.4409357889891456,0.1253078784282391,1,1,0,0.3020962470415868,-2725.0,-1062.8260869565215,-534.5217391304348,0.4347826086956521,0.5652173913043478,0.5,0.0,0.0,0.6666666666666666
334919,300011,-10058,-1640.0,2,2,0.2916675546778942,0.3086621258389041,0.5316861425197883,0,0,1,0.1630542851461523,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.6,0.0,0.0,1.0
335018,300680,-13463,-1548.0,3,3,0.4600605740153127,0.5793765369992282,0.6178261467332483,1,0,1,0.1149818019757854,-1790.0,-1081.4166666666667,-532.8333333333334,0.4166666666666667,0.5833333333333334,0.4,0.6,0.0,0.4
335042,300868,-10762,-1831.0,2,2,0.5068562993052422,0.5079446141451924,0.4223696523543468,1,0,1,0.1701356625162609,-1041.0,-307.3636363636364,-90.9090909090909,0.1818181818181818,0.8181818181818182,0.5,0.25,0.25,0.6875
335071,301073,-23352,-1758.0,2,2,0.5068562993052422,0.7759155348953956,0.6577838002083306,0,0,1,0.1310344827586207,-2009.0,-1204.4,-263.46666666666664,0.1333333333333333,0.8666666666666667,0.4666666666666667,0.0666666666666666,0.0666666666666666,0.9333333333333332
335083,301169,-14460,-911.0,3,3,0.2271688260030958,0.6224359403505382,0.6785676886853644,1,1,0,0.0630013831258644,-859.0,-648.1428571428571,-492.2857142857143,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
335164,301734,-12416,-3080.0,2,2,0.6754887223934298,0.5067148275943116,0.6413682574954046,0,1,0,0.2480670103092783,-1929.0,-854.25,-65.75,0.75,0.25,1.0,0.0,0.0,1.0
335203,302007,-10637,-916.0,2,2,0.3498033603274894,0.1881025055591945,0.6528965519806539,1,0,0,0.0861145059697283,-1782.0,-850.3333333333334,-220.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
335214,302093,-14622,-3559.0,2,2,0.5068562993052422,0.4117488988585241,0.7969726818373722,1,0,1,0.2434003556285049,-2805.0,-2320.333333333333,-1361.0,0.0,1.0,0.6153846153846154,0.0769230769230769,0.0,0.9230769230769232
335221,302160,-17471,-3744.0,2,2,0.5068562993052422,0.4475872006797236,0.3606125659189888,0,0,1,0.2142979795089004,-873.0,-603.0,-73.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
335231,302216,-15699,-1474.0,2,2,0.5068562993052422,0.6982870382569077,0.5954562029091491,0,0,1,0.0938913306580036,-1778.0,-1215.5,-813.25,0.0,1.0,0.5,0.2857142857142857,0.2857142857142857,0.7142857142857143
335257,302403,-18790,-2443.0,2,2,0.4414305157754548,0.6354889284248603,0.6785676886853644,0,0,1,0.1300159659393294,-614.0,-614.0,-557.0,1.0,0.0,1.0,0.0,0.0,1.0
335280,302580,-13985,-2063.0,2,2,0.2453234626613797,0.2531648475238545,0.5673792367572691,1,0,1,0.1475151948516267,-1619.0,-1057.1666666666667,-824.5,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.0,0.0,1.0
335290,302673,-19920,-3369.0,2,2,0.5068562993052422,0.0035980235155534,0.0995036835288706,1,1,0,0.1691265060240963,-2919.0,-1138.076923076923,-635.7692307692307,0.3846153846153846,0.6153846153846154,0.75,0.0,0.0,1.0
335308,302827,-20801,-1758.0,3,3,0.5068562993052422,0.6812098728928918,0.7826078370261895,0,0,1,0.1310344827586207,-2786.0,-1952.6666666666667,-1413.6666666666667,0.0,1.0,0.5833333333333334,0.1666666666666666,0.1666666666666666,0.8333333333333334
335311,302877,-17840,-1758.0,2,2,0.5068562993052422,0.7051888078008892,0.5478104658520093,0,1,0,0.1310344827586207,-1751.0,-1263.8333333333333,-922.6666666666666,0.5,0.5,0.75,0.25,0.0,0.75
335338,303066,-24403,-1758.0,2,2,0.6997954070204947,0.5637630973619067,0.7662336700704004,0,1,0,0.1310344827586207,-2661.0,-2085.5,-1194.25,0.0,1.0,0.6666666666666666,0.0,0.0,1.0
335382,303416,-13156,-532.0,2,2,0.5068562993052422,0.6774896140743332,0.1963339662134567,1,1,0,0.0404378230465186,-2031.0,-1343.1666666666667,-241.66666666666663,0.3333333333333333,0.6666666666666666,0.75,0.0,0.0,0.75
335386,303446,-13114,-300.0,1,1,0.5068562993052422,0.48294631992215,0.5316861425197883,1,0,1,0.0228763153881348,-1523.0,-1523.0,-1325.0,1.0,0.0,1.0,0.0,0.0,1.0
335390,303473,-18425,-383.0,2,2,0.3967456671264432,0.6297766079899384,0.4596904504249018,1,0,1,0.02078697421981,-516.0,-516.0,-29.0,1.0,0.0,0.6,0.2,0.2,0.8
335403,303525,-13324,-871.0,2,2,0.4667733084532884,0.575032613701763,0.0673395087140309,1,0,1,0.0653707595316721,-682.0,-402.5,-179.0,0.5,0.5,1.0,0.0,0.0,1.0
335453,303939,-13161,-685.0,2,2,0.5068562993052422,0.7241615001512292,0.6528965519806539,1,1,0,0.0520477167388496,-415.0,-415.0,-139.0,0.0,1.0,1.0,0.0,0.0,1.0
335458,303978,-16184,-1112.0,2,2,0.7472235973743312,0.4288659215555195,0.5316861425197883,1,0,1,0.0687098368759268,-2864.0,-2864.0,-887.0,0.0,1.0,1.0,0.0,0.0,1.0
335528,304481,-10618,-1138.0,3,3,0.7276155539784289,0.4959674020260356,0.5316861425197883,1,1,0,0.1071764927481635,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
335563,304710,-23179,-1758.0,2,2,0.8085413502983512,0.2780396902781148,0.5316861425197883,0,0,1,0.1310344827586207,-2489.0,-1563.0,-275.5,0.5,0.5,0.5,0.1666666666666666,0.0,0.8333333333333334
335621,305121,-11354,-1139.0,2,2,0.2283815786885093,0.5810170214768771,0.2955826421513093,0,0,1,0.1003170688744055,-520.0,-381.0,-27.0,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.7142857142857143
335648,305293,-23790,-1758.0,2,2,0.5068562993052422,0.5439350580809926,0.8537314319896884,0,0,1,0.1310344827586207,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.5,0.25,0.0,0.75
335716,305809,-13729,-4131.0,2,2,0.4565033153442176,0.6524080178158213,0.5937175866150576,1,0,1,0.3008959137591959,-2862.0,-1648.6,-346.8,0.4,0.6,0.75,0.0,0.0,1.0
335733,305905,-17054,-2359.0,2,2,0.338986534962267,0.7541021801311991,0.7324033228040929,0,0,1,0.1383253195731206,-2764.0,-2657.0,-987.5,0.0,1.0,0.5,0.0,0.0,1.0
335747,305998,-20297,-612.0,2,2,0.5068562993052422,0.6504516342822646,0.7194907850918436,1,0,1,0.0301522392471793,-2827.0,-1564.5,-84.5,0.5,0.5,1.0,0.0,0.0,1.0
335749,306012,-22075,-1758.0,2,2,0.7159168658104331,0.1512429506205085,0.722392890081304,0,0,1,0.1310344827586207,-1142.0,-663.0,-379.5,0.25,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
335771,306150,-14763,-198.0,2,2,0.5068562993052422,0.7241746042136578,0.5814837058057234,1,0,1,0.0134119081487502,-1174.0,-796.2857142857143,-243.8571428571429,0.5714285714285714,0.4285714285714285,1.0,0.0,0.0,1.0
335772,306153,-16307,-3168.0,1,1,0.8431133830064262,0.7285513539223162,0.5316861425197883,0,1,0,0.194272398356534,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.6,0.2,0.0,0.8
335827,306651,-13567,-6160.0,2,2,0.5146037476960051,0.4567034398696235,0.1393757800997895,0,1,0,0.4540428982088892,-1919.0,-1103.0,-455.4,0.5,0.5,0.4166666666666667,0.5,0.5,0.5
335835,306716,-15740,-4170.0,2,2,0.5068562993052422,0.3965107707090119,0.5388627065779676,0,0,1,0.2649301143583227,-1192.0,-684.5,-473.0,0.5,0.5,1.0,0.0,0.0,1.0
335949,307520,-18142,-377.0,2,2,0.5068562993052422,0.7052342679296125,0.6075573001388961,0,1,0,0.0207805093154007,-2517.0,-1299.5,-701.25,0.25,0.75,0.2307692307692307,0.3076923076923077,0.3076923076923077,0.6923076923076923
335987,307824,-19071,-1468.0,2,2,0.7081800268258334,0.7044836544395005,0.3740208032583212,1,0,1,0.0769755125583346,-1825.0,-1566.3333333333333,-392.3333333333333,0.3333333333333333,0.6666666666666666,0.25,0.5,0.5,0.25
336017,308008,-21721,-1758.0,2,2,0.5068562993052422,0.6154838619324938,0.6075573001388961,0,0,1,0.1310344827586207,-2550.0,-2065.0,-615.0,0.5,0.5,1.0,0.0,0.0,1.0
336048,308190,-17865,-2179.0,2,2,0.5709354874155669,0.5975860869532151,0.3656165070113335,0,1,0,0.1219703330534564,-2769.0,-1561.1666666666667,-835.8333333333334,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
336086,308467,-19354,-1998.0,2,2,0.6302831232392091,0.1843413501746597,0.2471909382666521,0,0,1,0.1032344734938514,-2568.0,-1336.25,-647.75,0.75,0.25,1.0,0.0,0.0,1.0
336114,308678,-16331,-1177.0,2,2,0.5772616463837718,0.6690380544564122,0.6658549219640212,1,0,1,0.0720715204212846,-2886.0,-1498.75,-621.875,0.25,0.75,0.6666666666666666,0.0,0.0,0.8333333333333334
336134,308789,-19200,-2951.0,2,2,0.6385144515660348,0.4440538470971889,0.2608559142068693,0,0,1,0.1536979166666666,-2881.0,-1364.3478260869565,-700.8695652173913,0.1304347826086956,0.8695652173913043,1.0,0.0,0.0,1.0
336147,308892,-21806,-1709.0,2,2,0.5397605785369313,0.6265997184671358,0.4848514754962666,1,0,1,0.0783729248830597,-2639.0,-1470.0,-819.625,0.375,0.5,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.7272727272727273
336174,309018,-12684,-386.0,2,2,0.5034766915142419,0.7308545315248073,0.524496446363472,0,1,0,0.0304320403658152,-2118.0,-1308.8,-618.6,0.4,0.6,0.6666666666666666,0.0,0.0,1.0
336198,309204,-20591,-1758.0,2,2,0.5068562993052422,0.3303603021007565,0.5388627065779676,0,0,1,0.1310344827586207,-531.0,-387.5,-110.0,1.0,0.0,0.3846153846153846,0.1538461538461538,0.1538461538461538,0.8461538461538461
336233,309478,-20447,-4473.0,1,1,0.8332364497926373,0.7328671469800313,0.2608559142068693,0,1,0,0.218760698390962,-1473.0,-606.3333333333334,-53.66666666666666,1.0,0.0,1.0,0.0,0.0,1.0
336238,309536,-13461,-1819.0,1,1,0.5192347294479579,0.686961123365354,0.6894791426446275,0,1,0,0.1351311195304955,-2506.0,-1106.4,-355.2,0.6,0.4,0.5,0.0,0.0,1.0
336348,310203,-24049,-1758.0,2,2,0.7310565864599644,0.4301572575615405,0.5884877883422673,0,0,1,0.1310344827586207,-2367.0,-1503.6666666666667,-616.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.0,0.0,1.0
336367,310307,-14581,-888.0,3,3,0.5068562993052422,0.401776146839026,0.5280927512030451,0,0,1,0.06090117275907,-532.0,-398.0,-92.5,0.5,0.5,1.0,0.0,0.0,1.0
336473,311064,-10787,-261.0,2,2,0.5068562993052422,0.4298410328055768,0.4938628816996244,0,1,0,0.0241957912301844,-1757.0,-1412.0,-79.0,0.5,0.5,0.75,0.0,0.0,1.0
336482,311128,-24267,-1758.0,2,2,0.5068562993052422,0.0840554482246204,0.5316861425197883,0,0,1,0.1310344827586207,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.0555555555555555,0.0555555555555555,0.9444444444444444
336503,311310,-10908,-2922.0,3,2,0.1107068553670628,0.2042327040088381,0.3392876999089139,1,0,1,0.2678767876787679,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.0,0.0,1.0
336515,311370,-16110,-3053.0,1,1,0.5068562993052422,0.7475402256458228,0.3425288720742255,0,1,0,0.1895096213531967,-1679.0,-935.0,-413.6,0.6,0.4,0.4375,0.1875,0.1875,0.8125
336574,311776,-20657,-5665.0,2,2,0.5068562993052422,0.7442909996292313,0.2896112383820055,1,1,0,0.2742411773248777,-2565.0,-1908.0,-733.5,0.5,0.5,1.0,0.0,0.0,1.0
336712,312796,-10320,-62.0,2,2,0.4937933814060954,0.7499878336213095,0.3409064264152384,0,0,1,0.0060077519379844,-169.0,-169.0,-78.0,0.0,1.0,0.5,0.1666666666666666,0.0,0.8333333333333334
